group,query,rank,id,title,author,likes,comments,score,detail_sample
status_sticker,吉伊卡哇 精神状态,4,68fa3e460000000004002d7d,抽象乐观主义,藝術君M,18849,952,14,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""id"": ""68fa3e460000000004002d7d"",         ""model_type"": ""note"",         ""note_card"": {           ""at_user_list"": [],           ""time"": 1761278491000,           ""share_info"": {             ""un_share"": false           },           ""note_id"": ""68fa3e460000000004002d7d"",           ""desc"": ""活着本来就不容易，在哪里跌倒就在哪里睡着，嘿嘿天塌了当被子盖真暖和\n#chiikawa[话题]# #乌萨奇[话题]# #吉伊[话题]#  #搞笑[话题]#  #表情包[话题]#  #抽象[话题]#  #乐观主义[话题]#  #发疯文学[话题]#  #摸鱼一刻小组件[话题]#  #谐音梗[话题]#"",           ""image_list"": [             {               ""width"": 1242,               ""trace_id"": """",               ""stream"": {},               ""live_photo"": false,               ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081929/0df3b2603709f8b03b4603e3e14c28c1/spectrum/1040g34o31o0294a4l0805n9f3id4ni38edn3hbg!nd_prv_wlteh_webp_3"",               ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081929/c93083c7a2c28eacb93eeb95e197c958/spectrum/1040g34o31o0294a4l0805n9f3id4ni38edn3hbg!nd_dft_wlteh_webp_3"",               ""file_id"": """",               ""height"": 1660,               ""url"": """",               ""info_list"": [                 {     "
status_sticker,微信状态 表情包,2,67d27074000000000900ff67,真的好喜欢这个表情包啊啊啊啊啊,草里的一条草鱼,11937,914,13,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""id"": ""67d27074000000000900ff67"",         ""model_type"": ""note"",         ""note_card"": {           ""tag_list"": [             {               ""id"": ""63d8aef20000000001007290"",               ""name"": ""表情包分享"",               ""type"": ""topic""             },             {               ""id"": ""5be16060743d3a000186cfe9"",               ""name"": ""表情包"",               ""type"": ""topic""             },             {               ""type"": ""topic"",               ""id"": ""5bf767a6f4bfaf0001482f76"",               ""name"": ""猫咪表情包""             },             {               ""id"": ""5c027bcf67ccd7000154afcf"",               ""name"": ""可爱表情包"",               ""type"": ""topic""             },             {               ""id"": ""540d5fa5b4c4d60f94ee4ec2"",               ""name"": ""猫"",               ""type"": ""topic""             },             {               ""id"": ""53cf2127b4c4d63cbb02040f"",               ""name"": ""可爱"",               ""type"": ""topic""             },             {               ""type"": ""topic"",               ""id"": ""5c07cc2e9346b10001ccf341"",               ""name"": ""聊天""             },             {              "
status_sticker,微信状态 表情包,8,684d4cc800000000230117a7,人.进来..,Betty爱摸鱼,14890,876,12,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""model_type"": ""note"",         ""note_card"": {           ""at_user_list"": [],           ""share_info"": {             ""un_share"": false           },           ""note_id"": ""684d4cc800000000230117a7"",           ""title"": ""人.进来.."",           ""desc"": ""啊啊啊啊啊好喜欢啊啊啊啊啊爱疯了#chiikawa[话题]##乌萨奇[话题]##ちいかわ[话题]##吉伊卡哇[话题]##乌萨奇头像[话题]##表情包[话题]##精神状态[话题]##精神[话题]##可爱[话题]##表情包分享[话题]##二次元[话题]##我最爱的表情包[话题]##笑一个吧[话题]##治愈[话题]##兔子[话题]# #拯救不开心[话题]#"",           ""interact_info"": {             ""relation"": ""none"",             ""liked"": false,             ""liked_count"": ""1.5万"",             ""collected"": false,             ""collected_count"": ""1654"",             ""comment_count"": ""876"",             ""share_count"": ""3648"",             ""followed"": false           },           ""tag_list"": [             {               ""id"": ""6192fca80000000001007eab"",               ""name"": ""chiikawa"",               ""type"": ""topic""             },             {               ""name"": ""乌萨奇"",               ""type"": ""topic"",               ""id"": ""6412cfab000000000a00503f""             },             {               ""type"": ""topic"",               ""id"
status_sticker,吉伊卡哇 精神状态,3,69ba16df000000002103a849,同一句话，不同心态,奇奇（实习版）,22906,490,12,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""id"": ""69ba16df000000002103a849"",         ""model_type"": ""note"",         ""note_card"": {           ""title"": ""同一句话，不同心态"",           ""desc"": ""内耗是我，治愈也是我\n你怎么看世界，世界就呈现什么样子\n\t\n原创@真理子 #chiikawa[话题]# #吉伊[话题]# #拒绝内耗[话题]# #拒绝焦虑[话题]# #治愈[话题]# #个人成长[话题]# #乐观[话题]# #心态[话题]# #爱自己[话题]# #即使我们成为大人[话题]#"",           ""last_update_time"": 1773803232000,           ""at_user_list"": [             {               ""user_id"": ""5b97d82879a29d0001036abd"",               ""nickname"": ""真理子"",               ""xsec_token"": ""ABdM3Gv8dloBmpaxZdfGmcW6Ny5BoBL8BWZL7qZ4chQV8=""             }           ],           ""time"": 1773803232000,           ""note_id"": ""69ba16df000000002103a849"",           ""type"": ""normal"",           ""user"": {             ""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rfo0mfi7g605p117554i3jt550v8q8"",             ""xsec_token"": ""ABQb8Jy5EjGM5cQoydYrZ_AMZZ18QG5rXFbcPCVcGa6Jo="",             ""user_id"": ""6421394a0000000012010e7d"",             ""nickname"": ""奇奇（实习版）""           },           ""interact_info"": {             ""liked_count"": ""2.3万"",             ""collected"": false,             ""collec"
status_sticker,微信状态 表情包,3,689d66f5000000001c00a6ec,精神状态｜这期是我定制的叶舒华梗图2.0,章鱼小丸子,16008,294,10,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""items"": [       {         ""model_type"": ""note"",         ""note_card"": {           ""share_info"": {             ""un_share"": false           },           ""note_id"": ""689d66f5000000001c00a6ec"",           ""type"": ""normal"",           ""desc"": ""#叶舒华[话题]# #我的精神现状[话题]# #梗图[话题]# #抽象[话题]#"",           ""image_list"": [             {               ""url"": """",               ""trace_id"": """",               ""info_list"": [                 {                   ""image_scene"": ""WB_PRV"",                   ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081929/abe6baa68c24e986854a8046c3e2fe91/notes_pre_post/1040g3k031l5d18es2o005o58n9ig9d9mlhpslbo!nd_prv_wlteh_webp_3""                 },                 {                   ""image_scene"": ""WB_DFT"",                   ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081929/9d9df07c6a005472ccdf15033e2a0b9d/notes_pre_post/1040g3k031l5d18es2o005o58n9ig9d9mlhpslbo!nd_dft_wlteh_webp_3""                 }               ],               ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081929/abe6baa68c24e986854a8046c3e2fe91/notes_pre_post/1040g3k031l5d18es2o005o58n9ig9d9mlhpslbo!nd_prv_wlteh_webp_3"",               ""stre"
status_sticker,吉伊卡哇 精神状态,9,69ba750200000000220012f7,小时候vs长大后,乌拉乌拉的乐园,8431,406,7,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""model_type"": ""note"",         ""note_card"": {           ""share_info"": {             ""un_share"": false           },           ""title"": ""小时候vs长大后"",           ""user"": {             ""user_id"": ""5c629e150000000011011ac5"",             ""nickname"": ""乌拉乌拉的乐园"",             ""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31l4pi7d834605n32joaka6m5jobmk50"",             ""xsec_token"": ""ABACuYiKD0vJq7oEZwRbHsBBuvdbZ6HHPR9jfEQ361ZHk=""           },           ""tag_list"": [             {               ""id"": ""620bac9e000000000101ffb8"",               ""name"": ""吉伊卡哇"",               ""type"": ""topic""             },             {               ""id"": ""6192fca80000000001007eab"",               ""name"": ""chiikawa"",               ""type"": ""topic""             },             {               ""id"": ""6412cfab000000000a00503f"",               ""name"": ""乌萨奇"",               ""type"": ""topic""             },             {               ""id"": ""5f9416730000000001007f28"",               ""name"": ""打工人表情包"",               ""type"": ""topic""             },             {               ""id"": ""5bf7cf06b859030001e5b296"",         "
proxy_copy,发疯文学 小动物,1,67023b3e000000001902d36a,已读乱回发疯文学2.0,农村土豆人,61772,3708,16,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""id"": ""67023b3e000000001902d36a"",         ""model_type"": ""note"",         ""note_card"": {           ""title"": ""已读乱回发疯文学2.0"",           ""interact_info"": {             ""followed"": false,             ""relation"": ""none"",             ""liked"": false,             ""liked_count"": ""6.2万"",             ""collected"": false,             ""collected_count"": ""2.1万"",             ""comment_count"": ""3708"",             ""share_count"": ""3.2万""           },           ""tag_list"": [             {               ""name"": ""动物表情包"",               ""type"": ""topic"",               ""id"": ""5c1227a037c6ea00019f2502""             },             {               ""id"": ""5f92f95a0000000001007b1f"",               ""name"": ""打工人日常"",               ""type"": ""topic""             },             {               ""id"": ""631d7ec90000000001002cc5"",               ""name"": ""打工人精神状态"",               ""type"": ""topic""             },             {               ""id"": ""5f856e9e0000000001007675"",               ""name"": ""打工人"",               ""type"": ""topic""             },             {               ""name"": ""已读乱回"",               ""type"": ""topic"",           "
proxy_copy,发疯文学 小动物,4,66ecc8a000000000120126b2,国庆回家应付亲戚的已读乱回发疯文学,歪嘴小锅巴,19510,1040,16,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""id"": ""66ecc8a000000000120126b2"",         ""model_type"": ""note"",         ""note_card"": {           ""share_info"": {             ""un_share"": false           },           ""type"": ""normal"",           ""title"": ""国庆回家应付亲戚的已读乱回发疯文学"",           ""desc"": ""#猫咪表情包[话题]# #打工人表情包[话题]# #发疯文学[话题]# #已读乱回[话题]# #meme梗图[话题]# #打工人精神状态[话题]# #精神状态[话题]# #摸鱼一刻[话题]# #我的摸鱼一刻[话题]#"",           ""interact_info"": {             ""collected_count"": ""6697"",             ""comment_count"": ""1040"",             ""share_count"": ""1.3万"",             ""followed"": false,             ""relation"": ""none"",             ""liked"": false,             ""liked_count"": ""2万"",             ""collected"": false           },           ""time"": 1726793888000,           ""last_update_time"": 1727538078000,           ""note_id"": ""66ecc8a000000000120126b2"",           ""user"": {             ""user_id"": ""6059bc5c00000000010087ab"",             ""nickname"": ""歪嘴小锅巴"",             ""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vn5uj3j5q005o2pnhe091tb9d224c8"",             ""xsec_token"": ""ABd1mRmpKluYPK3zsRV0-TxedabcNfmFM-BnFo8-JJYAQ=""           },      "
proxy_copy,淡淡的疯感 文案,1,69ca28610000000023022709,求求这种文案，大量求🙏,水银猫,244202,13432,16,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""id"": ""69ca28610000000023022709"",         ""model_type"": ""note"",         ""note_card"": {           ""title"": ""求求这种文案，大量求🙏"",           ""desc"": ""有没有类似\n“慢慢急 不要来”\n这种淡淡疯感的文案\n荒诞的幽默是给精神支柱的精雕\n我喜欢这种半丧不丧斗志昂扬的发疯。\n天真、偏执、幽默、荒谬绝伦，\n奇奇怪怪也无妨。\n#淡淡的疯感[话题]# #幽默文案[话题]# #排版小动物[话题]# #没有意义但有趣[话题]# #发疯文学[话题]# #自由洒脱文案[话题]# #趣味文案[话题]# #搞笑文案[话题]# #抽象文案[话题]# #求文案推荐[话题]#"",           ""interact_info"": {             ""share_count"": ""3.2万"",             ""followed"": false,             ""relation"": ""none"",             ""liked"": false,             ""liked_count"": ""10万+"",             ""collected"": false,             ""collected_count"": ""10万+"",             ""comment_count"": ""1.3万""           },           ""tag_list"": [             {               ""id"": ""6558cf57000000000f03d58d"",               ""name"": ""淡淡的疯感"",               ""type"": ""topic""             },             {               ""id"": ""5e6d9aec0000000001008ecd"",               ""name"": ""幽默文案"",               ""type"": ""topic""             },             {               ""type"": ""topic"",               ""id"": ""68abed9c00000000060103db"",               ""name"": ""排版小动物""           "
proxy_copy,淡淡的疯感 文案,5,687c7518000000002001b8f7,抽象人必备表情包🤗淡淡的疯感,爆打小番茄,18393,1071,16,"{   ""ok"": true,   ""schema_version"": ""1"",   ""data"": {     ""cursor_score"": """",     ""items"": [       {         ""note_card"": {           ""note_id"": ""687c7518000000002001b8f7"",           ""time"": 1752986904000,           ""last_update_time"": 1752999949000,           ""share_info"": {             ""un_share"": false           },           ""at_user_list"": [],           ""type"": ""normal"",           ""title"": ""抽象人必备表情包🤗淡淡的疯感"",           ""desc"": ""我不是被生活打倒了，\n而是到时间睡觉了，\n望周知🥲\n\t\n#任何困难都能打倒我[话题]##抽象[话题]# #搞笑[话题]# #怼人[话题]# #解压[话题]# #抽象[话题]# #发疯[话题]# #梗图[话题]##表情包[话题]##日本小人[话题]##日本小人表情包[话题]##日本小人插画[话题]##Allin我自己[话题]##窝囊[话题]##好惹[话题]##文案[话题]##年轻人精神状态[话题]##合理但有病[话题]##打工人表情包[话题]##一张图证明我的精神状态[话题]#"",           ""user"": {             ""user_id"": ""5dc0314e0000000001006a42"",             ""nickname"": ""爆打小番茄"",             ""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31kj9f9ep300g5ne065708qi2p3458u8"",             ""xsec_token"": ""AB11hVjT4m4kyLDTssmBXZSHfhNWF3-dBvJ1zIqPzeJXI=""           },           ""interact_info"": {             ""followed"": false,             ""relation"": ""none"",             ""liked"": false,             ""liked_count"": ""1.8万"",             ""collected"": false,             ""collected_count"": ""53"
